,Data,Tensão R,Corrente R,FP R,Tensão S,Corrente S,FP S,Tensão T,Corrente T,FP T,Pot R KVA,Pot S KVA,Pot T KVA,Pot R KW,Pot S KW,Pot T KW,Pot R KVAr,Pot S KVAr,Pot T KVAr,Pot R KVAr faltante,Pot S KVAr faltante,Pot T KVAr faltante
3427,2019-07-11 21:37:30,222.45,5.52,0.74,219.46,15.3,1.07,219.75,23.7,1.0,2.12683,5.81577,9.02065,1.57385,-5.40867,9.02065,1.43052,2.13764,0.0,0.59698,-0.14167,-3.53536
3428,2019-07-11 21:37:40,222.32,5.52,0.74,219.39,15.3,1.07,219.64,23.72,1.0,2.12558,5.81392,9.02374,1.57293,-5.40694,9.02374,1.42968,2.13696,0.0,0.59663,-0.14162,-3.53657
3429,2019-07-11 21:37:50,222.42,5.55,0.74,219.37,15.3,1.07,219.75,23.7,1.0,2.1381,5.81339,9.02065,1.58219,-5.40645,9.02065,1.4381,2.13677,0.0,0.60014,-0.14161,-3.53536
3430,2019-07-11 21:38:00,222.39,5.55,0.74,219.39,15.3,1.07,219.7,23.7,1.0,2.13781,5.81392,9.0186,1.58198,-5.40694,9.0186,1.4379,2.13696,0.0,0.60006,-0.14162,-3.53455
3431,2019-07-11 21:38:10,222.5,5.55,0.74,219.42,15.32,1.07,219.75,23.72,1.0,2.13887,5.82231,9.02826,1.58276,-5.41475,9.02826,1.43862,2.14005,0.0,0.60036,-0.14182,-3.53834
3432,2019-07-11 21:38:20,222.57,5.57,0.74,219.5,15.3,1.07,219.81,23.72,1.0,2.14725,5.81683,9.03073,1.58896,-5.40965,9.03073,1.44425,2.13803,0.0,0.60271,-0.14169,-3.53931
3433,2019-07-11 21:38:30,222.67,5.52,0.74,219.6,15.3,1.07,219.92,23.7,1.0,2.12893,5.81948,9.02763,1.57541,-5.41212,9.02763,1.43193,2.13901,0.0,0.59757,-0.14176,-3.53809
3434,2019-07-11 21:38:40,222.67,5.55,0.74,219.6,15.27,1.07,219.92,23.72,1.0,2.1405,5.80807,9.03525,1.58397,-5.40151,9.03525,1.43972,2.13481,0.0,0.60081,-0.14148,-3.54108
3435,2019-07-11 21:38:50,222.73,5.57,0.74,219.64,15.27,1.07,219.96,23.72,1.0,2.14879,5.80913,9.03689,1.59011,-5.40249,9.03689,1.44529,2.1352,0.0,0.60314,-0.1415,-3.54172
3436,2019-07-11 21:39:00,222.75,5.57,0.73,219.64,15.27,1.07,220.0,23.77,1.0,2.14899,5.80913,9.05759,1.56876,-5.40249,9.05759,1.46872,2.1352,0.0,0.62649,-0.1415,-3.54983
3437,2019-07-11 21:39:10,222.73,5.55,0.74,219.64,15.27,1.07,219.96,23.7,1.0,2.14108,5.80913,9.02927,1.5844,-5.40249,9.02927,1.4401,2.1352,0.0,0.60098,-0.1415,-3.53874
3438,2019-07-11 21:39:20,222.71,5.55,0.74,219.59,15.25,1.07,219.92,23.72,1.0,2.14088,5.8002,9.03525,1.58425,-5.39419,9.03525,1.43997,2.13192,0.0,0.60092,-0.14129,-3.54108
3439,2019-07-11 21:39:30,222.73,5.55,0.73,219.59,15.27,1.07,219.96,23.72,1.0,2.14108,5.80781,9.03689,1.56299,-5.40126,9.03689,1.46331,2.13471,0.0,0.62419,-0.14147,-3.54172
3440,2019-07-11 21:39:41,222.82,5.57,0.73,219.73,15.22,1.07,220.03,23.72,1.0,2.14966,5.79248,9.03977,1.56925,-5.38701,9.03977,1.46918,2.12908,0.0,0.62669,-0.1411,-3.54285
3441,2019-07-11 21:39:51,222.67,5.52,0.74,219.62,15.27,1.07,219.89,23.7,1.0,2.12893,5.8086,9.0264,1.57541,-5.402,9.0264,1.43193,2.13501,0.0,0.59757,-0.14149,-3.53761
3442,2019-07-11 21:40:00,222.62,5.57,0.74,219.48,15.27,1.07,219.75,23.72,1.0,2.14773,5.8049,9.02826,1.58932,-5.39856,9.02826,1.44458,2.13365,0.0,0.60284,-0.1414,-3.53834
3443,2019-07-11 21:40:10,222.59,5.55,0.74,219.48,15.3,1.07,219.75,23.72,1.0,2.13973,5.8163,9.02826,1.5834,-5.40916,9.02826,1.4392,2.13784,0.0,0.6006,-0.14168,-3.53834
3444,2019-07-11 21:40:20,222.6,5.55,0.74,219.42,15.27,1.07,219.75,23.7,1.0,2.13983,5.80331,9.02065,1.58347,-5.39708,9.02065,1.43926,2.13306,0.0,0.60063,-0.14136,-3.53536
3445,2019-07-11 21:40:30,222.62,5.57,0.73,219.5,15.25,1.07,219.87,23.7,1.0,2.14773,5.79782,9.02558,1.56784,-5.39198,9.02558,1.46786,2.13105,0.0,0.62613,-0.14123,-3.53729
3446,2019-07-11 21:40:40,222.59,5.55,0.74,219.59,15.25,1.07,219.89,23.7,1.0,2.13973,5.8002,9.0264,1.5834,-5.39419,9.0264,1.4392,2.13192,0.0,0.6006,-0.14129,-3.53761
3447,2019-07-11 21:40:50,222.71,5.57,0.74,219.53,15.27,1.07,219.87,23.7,1.0,2.1486,5.80622,9.02558,1.58996,-5.39979,9.02558,1.44516,2.13413,0.0,0.60309,-0.14143,-3.53729
3448,2019-07-11 21:41:00,222.71,5.55,0.75,219.53,15.3,1.07,219.81,23.72,1.0,2.14088,5.81763,9.03073,1.60566,-5.41039,9.03073,1.41606,2.13832,0.0,0.57701,-0.14171,-3.53931
3449,2019-07-11 21:41:10,222.71,5.57,0.74,219.53,15.3,1.07,219.84,23.72,1.0,2.1486,5.81763,9.03196,1.58996,-5.41039,9.03196,1.44516,2.13832,0.0,0.60309,-0.14171,-3.53979
3450,2019-07-11 21:41:20,222.7,5.55,0.74,219.57,15.27,1.07,219.89,23.7,1.0,2.14079,5.80728,9.0264,1.58418,-5.40077,9.0264,1.43991,2.13452,0.0,0.60089,-0.14146,-3.53761
3451,2019-07-11 21:41:30,222.67,5.57,0.74,219.5,15.25,1.07,219.92,23.7,1.0,2.14821,5.79782,9.02763,1.58968,-5.39198,9.02763,1.4449,2.13105,0.0,0.60298,-0.14123,-3.53809
3452,2019-07-11 21:41:40,222.78,5.57,0.74,219.62,15.27,1.07,220.0,23.72,1.0,2.14928,5.8086,9.03853,1.59046,-5.402,9.03853,1.44562,2.13501,0.0,0.60328,-0.14149,-3.54237
3453,2019-07-11 21:41:50,222.89,5.57,0.74,219.78,15.27,1.07,220.07,23.7,1.0,2.15034,5.81283,9.03379,1.59125,-5.40593,9.03379,1.44633,2.13656,0.0,0.60357,-0.14159,-3.54051
3454,2019-07-11 21:42:00,222.89,5.52,0.74,219.67,15.27,1.07,220.0,23.7,1.0,2.13103,5.80992,9.03091,1.57696,-5.40323,9.03091,1.43335,2.13549,0.0,0.59816,-0.14152,-3.53938
3455,2019-07-11 21:42:10,222.95,5.55,0.75,219.81,15.3,1.07,220.09,23.7,1.0,2.14319,5.82505,9.03461,1.60739,-5.41729,9.03461,1.41759,2.14105,0.0,0.57763,-0.14189,-3.54083
3456,2019-07-11 21:42:20,222.92,5.55,0.74,219.89,15.3,1.07,220.14,23.67,1.0,2.1429,5.82717,9.02522,1.58575,-5.41927,9.02522,1.44133,2.14183,0.0,0.60149,-0.14194,-3.53715
3457,2019-07-11 21:42:30,223.03,5.55,0.75,219.98,15.3,1.07,220.28,23.72,1.0,2.14396,5.82955,9.05004,1.60797,-5.42148,9.05004,1.4181,2.14271,0.0,0.57784,-0.142,-3.54688
3458,2019-07-11 21:42:40,222.89,5.55,0.74,219.82,15.3,1.07,220.1,23.72,1.0,2.14262,5.82531,9.04264,1.58554,-5.41754,9.04264,1.44114,2.14115,0.0,0.60141,-0.1419,-3.54398
3459,2019-07-11 21:42:50,222.81,5.55,0.74,219.62,15.32,1.07,219.92,23.72,1.0,2.14185,5.82762,9.03525,1.58497,-5.41969,9.03525,1.44062,2.142,0.0,0.60119,-0.14195,-3.54108
3460,2019-07-11 21:43:00,222.75,5.55,0.74,219.59,15.3,1.07,219.98,23.72,1.0,2.14127,5.81922,9.03771,1.58454,-5.41187,9.03771,1.44023,2.13891,0.0,0.60103,-0.14175,-3.54205
3461,2019-07-11 21:43:10,222.75,5.52,0.74,219.75,15.27,1.07,220.03,23.67,1.0,2.1297,5.81204,9.02071,1.57597,-5.4052,9.02071,1.43245,2.13627,0.0,0.59778,-0.14157,-3.53538
3462,2019-07-11 21:43:20,222.81,5.55,0.74,219.78,15.3,1.07,220.1,23.72,1.0,2.14185,5.82425,9.04264,1.58497,-5.41656,9.04264,1.44062,2.14076,0.0,0.60119,-0.14187,-3.54398
3463,2019-07-11 21:43:30,222.75,5.52,0.73,219.64,15.3,1.07,220.0,23.67,1.0,2.1297,5.82054,9.01948,1.55468,-5.4131,9.01948,1.45553,2.1394,0.0,0.62087,-0.14178,-3.5349
3464,2019-07-11 21:43:40,222.75,5.52,0.74,219.59,15.32,1.07,220.0,23.7,1.0,2.1297,5.82682,9.03091,1.57597,-5.41895,9.03091,1.43245,2.1417,0.0,0.59778,-0.14193,-3.53938
3465,2019-07-11 21:43:50,222.67,5.57,0.73,219.59,15.3,1.07,219.95,23.7,1.0,2.14821,5.81922,9.02886,1.5682,-5.41187,9.02886,1.46819,2.13891,0.0,0.62627,-0.14175,-3.53858
3466,2019-07-11 21:44:00,222.62,5.57,0.74,219.64,15.27,1.07,219.92,23.72,1.0,2.14773,5.80913,9.03525,1.58932,-5.40249,9.03525,1.44458,2.1352,0.0,0.60284,-0.1415,-3.54108
3467,2019-07-11 21:44:10,222.62,5.57,0.73,219.56,15.27,1.07,219.89,23.72,1.0,2.14773,5.80701,9.03401,1.56784,-5.40052,9.03401,1.46786,2.13442,0.0,0.62613,-0.14145,-3.5406
3468,2019-07-11 21:44:20,222.67,5.6,0.73,219.59,15.25,1.07,219.96,23.72,1.0,2.15978,5.8002,9.03689,1.57664,-5.39419,9.03689,1.4761,2.13192,0.0,0.62964,-0.14129,-3.54172
3469,2019-07-11 21:44:30,222.64,5.7,0.61,219.56,15.22,1.07,219.89,23.72,1.0,2.19806,5.788,9.03401,1.34081,-5.38284,9.03401,1.74174,2.12743,0.0,0.88028,-0.14099,-3.5406
3470,2019-07-11 21:44:40,222.62,5.8,0.61,219.56,15.25,1.07,219.89,23.75,1.0,2.23642,5.79941,9.04544,1.36421,-5.39345,9.04544,1.77214,2.13163,0.0,0.89565,-0.14127,-3.54507
3471,2019-07-11 21:44:50,222.67,5.75,0.61,219.53,15.22,1.07,219.87,23.7,1.0,2.21764,5.78721,9.02558,1.35276,-5.3821,9.02558,1.75726,2.12714,0.0,0.88813,-0.14097,-3.53729
3472,2019-07-11 21:45:00,222.67,5.77,0.61,219.56,15.25,1.07,219.84,23.75,1.0,2.22535,5.79941,9.04338,1.35746,-5.39345,9.04338,1.76337,2.13163,0.0,0.89121,-0.14127,-3.54427
3473,2019-07-11 21:45:10,222.67,5.8,0.61,219.57,15.22,1.07,219.95,23.77,1.0,2.23692,5.78826,9.05553,1.36452,-5.38308,9.05553,1.77254,2.12753,0.0,0.89585,-0.141,-3.54903
3474,2019-07-11 21:45:20,222.7,5.77,0.61,219.7,15.25,1.07,220.03,23.72,1.0,2.22565,5.80311,9.03977,1.35765,-5.39689,9.03977,1.76361,2.13299,0.0,0.89133,-0.14136,-3.54285
3475,2019-07-11 21:45:30,222.89,5.77,0.61,219.89,15.22,1.07,220.25,23.7,1.0,2.22755,5.7967,9.04118,1.3588,-5.39093,9.04118,1.76511,2.13063,0.0,0.8921,-0.1412,-3.5434
3476,2019-07-11 21:45:40,223.06,5.75,0.61,220.09,15.22,1.07,220.39,23.72,1.0,2.22152,5.80197,9.05456,1.35513,-5.39583,9.05456,1.76034,2.13257,0.0,0.88968,-0.14133,-3.54865
3477,2019-07-11 21:45:50,223.06,5.72,0.61,220.06,15.22,1.07,220.35,23.72,1.0,2.20993,5.80118,9.05291,1.34806,-5.3951,9.05291,1.75115,2.13228,0.0,0.88504,-0.14131,-3.548
3478,2019-07-11 21:46:00,223.07,5.75,0.61,220.1,15.22,1.07,220.37,23.72,1.0,2.22162,5.80224,9.05374,1.35519,-5.39608,9.05374,1.76041,2.13267,0.0,0.88972,-0.14134,-3.54833
3479,2019-07-11 21:46:10,223.03,5.75,0.61,220.0,15.2,1.07,220.31,23.7,1.0,2.22122,5.79198,9.04364,1.35494,-5.38654,9.04364,1.7601,2.1289,0.0,0.88956,-0.14109,-3.54437
3480,2019-07-11 21:46:20,223.09,5.75,0.61,220.03,15.2,1.07,220.37,23.67,1.0,2.22182,5.79277,9.03465,1.35531,-5.38727,9.03465,1.76057,2.12919,0.0,0.8898,-0.14111,-3.54085
3481,2019-07-11 21:46:30,223.12,5.75,0.6,220.06,15.17,1.07,220.42,23.7,1.0,2.22212,5.78212,9.04815,1.33327,-5.37737,9.04815,1.77769,2.12527,0.0,0.90681,-0.14085,-3.54614
3482,2019-07-11 21:46:40,223.1,5.75,0.61,220.06,15.2,1.07,220.39,23.7,1.0,2.22192,5.79356,9.04692,1.35537,-5.38801,9.04692,1.76065,2.12948,0.0,0.88984,-0.14112,-3.54565
3483,2019-07-11 21:46:50,223.32,5.77,0.61,220.21,15.22,1.07,220.57,23.75,1.0,2.23185,5.80513,9.07341,1.36143,-5.39878,9.07341,1.76852,2.13373,0.0,0.89382,-0.14141,-3.55604
3484,2019-07-11 21:47:00,223.37,5.72,0.61,220.39,15.22,1.07,220.7,23.72,1.0,2.213,5.80988,9.06729,1.34993,-5.40319,9.06729,1.75358,2.13548,0.0,0.88627,-0.14152,-3.55364
3485,2019-07-11 21:47:10,223.34,5.75,0.6,220.42,15.2,1.07,220.75,23.7,1.0,2.22431,5.80304,9.0617,1.33458,-5.39682,9.0617,1.77945,2.13296,0.0,0.9077,-0.14136,-3.55145
3486,2019-07-11 21:47:20,223.35,5.75,0.61,220.39,15.22,1.07,220.67,23.72,1.0,2.22441,5.80988,9.06606,1.35689,-5.40319,9.06606,1.76262,2.13548,0.0,0.89084,-0.14152,-3.55316
3487,2019-07-11 21:47:30,223.28,5.75,0.6,220.28,15.2,1.07,220.57,23.67,1.0,2.22371,5.79935,9.04285,1.33423,-5.3934,9.04285,1.77897,2.13161,0.0,0.90746,-0.14127,-3.54406
3488,2019-07-11 21:47:41,223.17,5.75,0.6,220.17,15.22,1.07,220.48,23.67,1.0,2.22262,5.80408,9.03916,1.33357,-5.39779,9.03916,1.77809,2.13335,0.0,0.90701,-0.14138,-3.54261
3489,2019-07-11 21:47:50,222.87,5.75,0.61,219.89,15.2,1.07,220.23,23.7,1.0,2.21963,5.78908,9.04035,1.35397,-5.38385,9.04035,1.75884,2.12783,0.0,0.88892,-0.14102,-3.54308
3490,2019-07-11 21:48:00,222.42,5.77,0.62,219.48,15.22,1.07,219.75,23.7,1.0,2.22285,5.78589,9.02065,1.37817,-5.38088,9.02065,1.74405,2.12666,0.0,0.87288,-0.14094,-3.53536
3491,2019-07-11 21:48:10,222.39,5.75,0.61,219.39,15.2,1.07,219.78,23.7,1.0,2.21485,5.77592,9.02188,1.35106,-5.3716,9.02188,1.75505,2.12299,0.0,0.88701,-0.14069,-3.53584
3492,2019-07-11 21:48:20,222.42,5.8,0.61,219.5,15.2,1.07,219.85,23.72,1.0,2.23441,5.77881,9.03237,1.36299,-5.3743,9.03237,1.77055,2.12406,0.0,0.89484,-0.14077,-3.53995
3493,2019-07-11 21:48:30,222.34,5.87,0.65,219.45,15.17,1.07,219.78,23.72,1.0,2.26056,5.76609,9.0295,1.46936,-5.36247,9.0295,1.71788,2.11938,0.0,0.83192,-0.14046,-3.53883
3494,2019-07-11 21:48:40,222.35,6.17,0.66,219.42,15.17,1.07,219.81,23.75,1.0,2.3762,5.76531,9.04215,1.56829,-5.36174,9.04215,1.78516,2.11909,0.0,0.85388,-0.14044,-3.54378
3495,2019-07-11 21:48:50,222.92,6.15,0.65,219.96,15.17,1.07,220.35,23.72,1.0,2.37457,5.7795,9.05291,1.54347,-5.37493,9.05291,1.80452,2.12431,0.0,0.87388,-0.14078,-3.548
3496,2019-07-11 21:49:00,223.0,6.12,0.65,220.03,15.17,1.07,220.35,23.72,1.0,2.36383,5.78133,9.05291,1.53649,-5.37664,9.05291,1.79636,2.12498,0.0,0.86993,-0.14083,-3.548
3497,2019-07-11 21:49:10,223.09,6.12,0.66,220.17,15.2,1.07,220.48,23.7,1.0,2.36479,5.79645,9.05062,1.56076,-5.3907,9.05062,1.77658,2.13054,0.0,0.84978,-0.14119,-3.5471
3498,2019-07-11 21:49:20,223.14,6.12,0.66,220.28,15.17,1.07,220.57,23.67,1.0,2.36532,5.7879,9.04285,1.56111,-5.38275,9.04285,1.77698,2.1274,0.0,0.84997,-0.14099,-3.54406
3499,2019-07-11 21:49:30,223.14,6.1,0.64,220.21,15.2,1.07,220.45,23.7,1.0,2.35759,5.79751,9.04939,1.50886,-5.39168,9.04939,1.81151,2.13093,0.0,0.88753,-0.14122,-3.54662
3500,2019-07-11 21:49:40,223.14,5.72,0.62,220.1,15.22,1.07,220.42,23.72,1.0,2.21072,5.80224,9.05579,1.37065,-5.39608,9.05579,1.73454,2.13267,0.0,0.86811,-0.14134,-3.54913
3501,2019-07-11 21:49:50,223.2,5.82,0.74,220.09,15.72,1.09,220.46,24.2,1.0,2.24998,5.99258,9.24072,1.66498,-5.45324,9.24072,1.51335,2.48457,0.0,0.63154,0.13597,-3.62161
3502,2019-07-11 21:50:00,223.14,5.8,0.73,220.14,15.77,1.09,220.46,24.22,1.0,2.24164,6.013,9.24836,1.6364,-5.47183,9.24836,1.53204,2.49304,0.0,0.6535,0.13643,-3.6246
3535,2019-07-11 22:06:20,223.53,120.85,0.91,220.56,101.8,1.0,220.28,109.8,1.0,46.78893,38.88975,41.89267,42.57792,38.88975,41.89267,19.39908,0.0,0.0,1.06164,-15.24161,-16.41851
3553,2019-07-11 22:09:20,224.07,94.7,0.9,221.14,74.45,0.98,220.75,81.65,1.0,36.75313,28.51626,31.2189,33.07782,27.94594,31.2189,16.02032,5.67466,0.0,1.61609,-5.50138,-12.23526
3600,2019-07-11 22:17:10,223.75,90.75,0.87,220.75,71.85,0.94,220.34,77.6,1.0,35.16983,27.47186,29.61527,30.59775,25.82355,29.61527,17.34055,9.3727,0.0,3.55684,-1.39403,-11.60677
3601,2019-07-11 22:17:20,223.89,86.35,0.82,220.87,67.3,0.88,220.5,71.35,1.0,33.48557,25.74616,27.24979,27.45817,22.65662,27.24979,19.16592,12.22875,0.0,6.04231,2.13836,-10.67969
3602,2019-07-11 22:17:30,223.92,85.6,0.85,220.87,68.85,0.96,220.53,73.75,1.0,33.19917,26.33912,28.17023,28.2193,25.28556,28.17023,17.48875,7.37495,0.0,4.47738,-2.94783,-11.04043
3603,2019-07-11 22:17:40,223.84,76.85,0.86,220.62,60.0,1.0,220.42,79.8,1.0,29.79492,22.9275,30.46594,25.62363,22.9275,30.46594,15.20417,0.0,0.0,3.52699,-8.98571,-11.94016
3604,2019-07-11 22:17:50,223.92,77.45,0.86,220.62,64.15,1.0,220.46,79.95,1.0,30.03827,24.51332,30.52874,25.83291,24.51332,30.52874,15.32835,0.0,0.0,3.5558,-9.60722,-11.96477
3605,2019-07-11 22:18:00,223.78,76.55,0.88,220.57,64.4,1.0,220.37,80.2,1.0,29.67065,24.60328,30.6117,26.11017,24.60328,30.6117,14.09278,0.0,0.0,2.46431,-9.64248,-11.99729
3646,2019-07-11 22:24:50,223.67,112.45,0.91,220.64,90.55,0.97,220.28,105.45,1.0,43.56401,34.60456,40.23299,39.64325,33.56642,40.23299,18.062,8.41254,0.0,0.98846,-5.14962,-15.76805
3648,2019-07-11 22:25:10,224.12,82.45,0.83,220.95,61.3,0.92,220.78,61.9,1.0,32.00604,23.4593,23.67069,26.56501,21.58256,23.67069,17.8518,9.19413,0.0,5.30804,0.0,-9.27698
3649,2019-07-11 22:25:20,224.09,80.6,0.84,220.92,60.75,0.91,220.75,63.05,1.0,31.2837,23.24566,24.10718,26.27831,21.15355,24.10718,16.97411,9.63784,0.0,4.71345,0.52744,-9.44805
3650,2019-07-11 22:25:30,223.95,79.45,0.89,220.82,59.75,0.96,220.62,66.15,1.0,30.81808,22.85267,25.27757,27.42809,21.93856,25.27757,14.05183,6.39875,0.0,1.97366,-2.55763,-9.90674
3685,2019-07-11 22:32:00,223.0,74.45,0.89,219.95,80.6,1.0,220.28,82.25,1.0,28.75611,30.70574,31.38135,25.59294,30.70574,31.38135,13.11165,0.0,0.0,1.8416,-12.03415,-12.29893
11974,2019-07-13 03:21:10,216.7,24.67,1.05,213.96,18.82,1.09,214.03,32.62,1.0,9.25952,6.9745,12.09259,-8.79655,-6.34679,12.09259,2.89129,2.89168,0.0,-0.73769,0.15825,-4.73931
11988,2019-07-13 03:24:30,216.64,32.55,1.08,213.92,27.65,1.13,214.06,39.07,1.0,12.21378,10.24489,14.4857,-11.23668,-8.91305,14.4857,4.78681,5.05126,0.0,0.0,1.0361,-5.67721
11989,2019-07-13 03:24:40,216.95,26.55,1.06,214.17,22.8,1.11,214.34,35.9,1.0,9.97665,8.45774,13.32779,-9.37805,-7.52738,13.32779,3.40378,3.85639,0.0,-0.50625,0.54165,-5.22341
11990,2019-07-13 03:24:50,217.03,19.0,1.07,214.25,15.5,1.09,214.48,27.12,0.98,7.14223,5.75192,10.07482,-6.64228,-5.23425,9.87332,2.6252,2.3848,2.00486,-0.17398,0.13051,-1.94364
11992,2019-07-13 03:25:10,217.07,16.35,1.03,214.39,12.17,1.01,214.53,27.02,0.91,6.14721,4.51914,10.04001,-5.9628,-4.47395,9.13641,1.49442,0.6375,4.16267,-0.91479,-1.13363,0.22781
11993,2019-07-13 03:25:20,217.06,16.17,1.03,214.35,12.12,1.01,214.53,27.05,0.91,6.07926,4.49973,10.05115,-5.89688,-4.45474,9.14655,1.4779,0.63477,4.16729,-0.90468,-1.12876,0.22806
11994,2019-07-13 03:25:30,217.17,15.62,1.0,214.39,11.55,1.0,214.62,27.12,0.85,5.87545,4.28891,10.08139,5.87545,4.28891,8.56918,0.0,0.0,5.3107,-2.3027,-1.6809,1.35962
11995,2019-07-13 03:25:40,217.14,15.02,1.0,214.46,10.9,1.0,214.59,27.25,0.85,5.64898,4.04887,10.1283,5.64898,4.04887,8.60906,0.0,0.0,5.33541,-2.21394,-1.58683,1.36595
11996,2019-07-13 03:25:50,216.89,25.3,1.16,214.42,10.92,1.0,214.39,17.92,1.05,9.50431,4.05554,6.65431,-7.98362,4.05554,-6.3216,5.15691,0.0,2.07781,1.432,-1.58944,-0.53014
11997,2019-07-13 03:26:00,216.75,29.72,1.16,214.45,10.95,1.0,214.25,13.72,1.05,11.15754,4.06725,5.09138,-9.37234,4.06725,-4.83681,6.05393,0.0,1.58978,1.68109,-1.59403,-0.40562
11998,2019-07-13 03:26:10,216.75,29.7,1.16,214.39,10.92,1.0,214.23,13.7,1.05,11.15003,4.05497,5.08348,-9.36603,4.05497,-4.82931,6.04986,0.0,1.58732,1.67995,-1.58922,-0.40499
11999,2019-07-13 03:26:20,216.75,29.87,1.16,214.42,10.9,1.0,214.28,13.72,1.05,11.21386,4.04811,5.09209,-9.41964,4.04811,-4.83749,6.08449,0.0,1.59001,1.68957,-1.58653,-0.40568
12000,2019-07-13 03:26:30,216.75,29.9,1.16,214.39,10.87,1.0,214.25,13.7,1.05,11.22512,4.0364,5.08396,-9.4291,4.0364,-4.82976,6.0906,0.0,1.58747,1.69127,-1.58194,-0.40503
12001,2019-07-13 03:26:40,216.89,30.22,1.17,214.53,10.87,1.0,214.42,13.7,1.05,11.35258,4.03904,5.08799,-9.42264,4.03904,-4.83359,6.33205,0.0,1.58873,1.88277,-1.58297,-0.40535
12002,2019-07-13 03:26:50,216.64,30.0,1.16,214.35,10.9,1.0,214.17,13.7,1.05,11.25694,4.04679,5.08206,-9.45583,4.04679,-4.82796,6.10787,0.0,1.58687,1.69606,-1.58601,-0.40488
12003,2019-07-13 03:27:00,216.71,30.15,1.17,214.31,10.9,1.0,214.2,13.72,1.05,11.31688,4.04603,5.09019,-9.39301,4.04603,-4.83568,6.31214,0.0,1.58941,1.87685,-1.58572,-0.40553
12004,2019-07-13 03:27:10,217.06,30.55,1.16,214.73,10.9,1.0,214.57,13.7,1.05,11.48555,4.05396,5.09155,-9.64786,4.05396,-4.83697,6.2319,0.0,1.58984,1.7305,-1.58882,-0.40564
12005,2019-07-13 03:27:20,216.92,30.37,1.16,214.7,10.87,1.0,214.48,13.7,1.05,11.41051,4.04224,5.08942,-9.58483,4.04224,-4.83495,6.19119,0.0,1.58917,1.7192,-1.58423,-0.40547
12006,2019-07-13 03:27:30,216.71,30.22,1.16,214.42,10.92,1.0,214.25,13.7,1.05,11.34316,4.05554,5.08396,-9.52825,4.05554,-4.82976,6.15464,0.0,1.58747,1.70905,-1.58944,-0.40503
12007,2019-07-13 03:27:40,216.56,30.02,1.16,214.21,10.92,1.0,214.1,13.67,1.05,11.26029,4.05157,5.06927,-9.45864,4.05157,-4.81581,6.10968,0.0,1.58288,1.69657,-1.58788,-0.40386
12008,2019-07-13 03:27:50,216.07,29.5,1.16,213.78,10.97,1.0,213.6,13.7,1.05,11.0402,4.06195,5.06853,-9.27377,4.06195,-4.81511,5.99026,0.0,1.58265,1.66341,-1.59195,-0.4038
12009,2019-07-13 03:28:00,215.96,29.47,1.16,213.57,10.97,1.0,213.42,13.7,1.05,11.02336,4.05796,5.06426,-9.25962,4.05796,-4.81105,5.98113,0.0,1.58132,1.66087,-1.59039,-0.40346
12010,2019-07-13 03:28:10,215.67,29.8,1.16,213.31,10.95,1.0,213.21,13.7,1.05,11.13183,4.04563,5.05928,-9.35074,4.04563,-4.80632,6.03998,0.0,1.57976,1.67721,-1.58556,-0.40307
12011,2019-07-13 03:28:20,215.5,30.02,1.16,213.14,10.95,1.0,213.03,13.72,1.05,11.20517,4.0424,5.06239,-9.41235,4.0424,-4.80927,6.07977,0.0,1.58073,1.68826,-1.58429,-0.40331
12012,2019-07-13 03:28:30,215.53,21.67,1.11,213.07,10.7,1.0,212.98,13.17,1.04,8.0896,3.94881,4.85831,-7.19975,3.94881,-4.66398,3.68854,0.0,1.36033,0.51808,-1.54761,-0.54373
12013,2019-07-13 03:28:40,215.48,17.72,1.11,212.96,10.85,1.0,212.92,13.12,1.04,6.6135,4.0021,4.8385,-5.88601,4.0021,-4.64496,3.01549,0.0,1.35478,0.42354,-1.5685,-0.54152
12014,2019-07-13 03:28:50,215.67,17.52,1.11,213.07,10.57,1.0,213.07,12.9,1.04,6.54462,3.90084,4.76072,-5.82471,3.90084,-4.57029,2.98409,0.0,1.333,0.41913,-1.52881,-0.53281
12121,2019-07-13 03:46:40,215.82,16.07,1.19,212.98,20.37,1.11,212.98,21.32,1.07,6.00715,7.51433,7.86478,-4.86579,-6.68776,-7.31425,3.52277,3.42624,2.89078,1.16846,0.48123,-0.19158
12122,2019-07-13 03:46:50,215.73,18.25,1.19,212.82,27.22,1.1,212.95,25.92,1.07,6.81921,10.0337,9.56034,-5.52356,-9.03033,-8.89111,3.99899,4.37359,3.51399,1.32641,0.4412,-0.23288
12123,2019-07-13 03:47:00,215.45,18.75,1.19,212.46,27.52,1.1,212.57,25.92,1.06,6.99694,10.12713,9.54328,-5.66752,-9.11441,-8.97068,4.10322,4.41431,3.25592,1.36099,0.44531,-0.48426
12124,2019-07-13 03:47:10,215.35,18.87,1.19,212.37,27.6,1.09,212.45,25.92,1.07,7.03846,10.15226,9.53789,-5.70115,-9.23856,-8.87024,4.12756,4.20921,3.50574,1.36906,0.23035,-0.23233
12125,2019-07-13 03:47:20,215.35,19.5,1.18,212.5,27.92,1.09,212.56,25.92,1.07,7.27344,10.27626,9.54283,-5.96422,-9.35139,-8.87483,4.16305,4.26062,3.50756,1.31246,0.23317,-0.23245
