,Data,Tensão R,Corrente R,FP R,Tensão S,Corrente S,FP S,Tensão T,Corrente T,FP T,Pot R KVA,Pot S KVA,Pot T KVA,Pot R KW,Pot S KW,Pot T KW,Pot R KVAr,Pot S KVAr,Pot T KVAr,Pot R KVAr faltante,Pot S KVAr faltante,Pot T KVAr faltante
3053,2019-07-07 13:34:00,222.53,2.82,1.0,219.23,16.05,1.0,219.96,1.72,0.43,1.08692,6.09447,0.65529,1.08692,6.09447,0.28177,0.0,0.0,0.59161,-0.42598,-2.38853,0.33479
3054,2019-07-07 13:34:10,222.32,13.55,1.0,219.28,15.75,1.0,219.95,11.5,0.49,5.21769,5.98191,4.38109,5.21769,5.98191,2.14674,0.0,0.0,3.8191,-2.04491,-2.34442,2.10207
3055,2019-07-07 13:34:20,222.5,6.77,1.0,219.25,15.72,1.0,220.07,1.62,0.43,2.60903,5.9697,0.6175,2.60903,5.9697,0.26552,0.0,0.0,0.5575,-1.02253,-2.33964,0.31549
3056,2019-07-07 13:34:30,222.35,8.65,0.97,219.42,12.5,1.0,220.03,8.77,0.43,3.3313,4.75058,3.34227,3.23136,4.75058,1.43718,0.80986,0.0,3.0175,-0.49574,-1.86184,1.7076
3057,2019-07-07 13:34:40,222.39,2.5,0.94,219.5,4.82,0.09,220.17,1.57,0.41,0.96298,1.83249,0.59871,0.9052,0.16492,0.24547,0.32854,1.82506,0.54608,-0.04887,1.10687,0.31143
3058,2019-07-07 13:34:50,222.21,7.2,0.94,219.62,5.85,0.09,220.1,9.5,0.43,2.77113,2.2253,3.62163,2.60486,0.20028,1.5573,0.94544,2.21627,3.26971,-0.14062,1.34413,1.85033
3059,2019-07-07 13:35:00,222.28,3.07,0.94,219.53,1.67,0.09,220.06,1.92,0.41,1.18195,0.635,0.73182,1.11103,0.05715,0.30005,0.40325,0.63242,0.66748,-0.05998,0.38355,0.38067
3060,2019-07-07 13:35:10,222.2,13.02,1.0,219.42,9.15,1.0,220.0,11.42,0.47,5.0109,3.47743,4.3516,5.0109,3.47743,2.04525,0.0,0.0,3.84102,-1.96386,-1.36287,2.13554
3061,2019-07-07 13:35:20,222.31,3.02,0.94,219.42,4.67,0.09,220.0,1.57,0.43,1.16286,1.77482,0.59825,1.09309,0.15973,0.25725,0.39674,1.76761,0.54012,-0.05901,1.07203,0.30565
3062,2019-07-07 13:35:30,222.09,14.67,1.0,219.53,3.77,0.13,220.1,14.25,0.49,5.64313,1.43349,5.43245,5.64313,0.18635,2.6619,0.0,1.42133,4.73559,-2.21164,0.85952,2.60651
3063,2019-07-07 13:35:40,222.21,7.45,0.94,219.48,1.45,0.09,220.14,1.57,0.43,2.86735,0.55122,0.59863,2.69531,0.04961,0.25741,0.97827,0.54898,0.54046,-0.1455,0.33295,0.30585
3064,2019-07-07 13:35:50,221.87,22.6,1.0,219.6,1.87,0.16,220.14,15.9,0.5,8.68496,0.71127,6.06257,8.68496,0.1138,3.03128,0.0,0.70211,5.25034,-3.40379,0.42335,2.87431
3065,2019-07-07 13:36:00,222.1,10.15,0.94,219.46,1.15,0.09,220.1,1.67,0.43,3.90459,0.43713,0.63664,3.67031,0.03934,0.27376,1.33215,0.43536,0.57478,-0.19813,0.26404,0.32527
3067,2019-07-07 13:36:20,222.53,2.6,0.96,219.37,14.42,0.93,220.09,1.67,0.42,1.00213,5.47902,0.63662,0.96204,5.09549,0.26738,0.2806,2.01387,0.57774,-0.11216,-0.13346,0.32824
3069,2019-07-07 13:36:40,222.5,3.9,0.95,219.39,14.15,0.83,220.1,2.1,0.42,1.50299,5.37692,0.80057,1.42784,4.46285,0.33624,0.46931,2.99905,0.72654,-0.11974,0.89174,0.41278
3070,2019-07-07 13:36:50,222.03,21.97,1.0,219.64,6.2,0.18,220.03,23.77,1.0,8.44894,2.35865,9.05882,8.44894,0.42456,9.05882,0.0,2.32013,0.0,-3.3113,1.39573,-3.55032
3071,2019-07-07 13:37:00,222.28,7.37,0.94,219.67,1.45,0.09,220.2,6.4,0.41,2.83745,0.5517,2.44094,2.6672,0.04965,1.00079,0.96807,0.54946,2.22635,-0.14398,0.33324,1.2697
3072,2019-07-07 13:37:10,221.92,19.22,1.0,219.78,1.75,0.16,220.06,22.75,1.0,7.38772,0.66617,8.67128,7.38772,0.10659,8.67128,0.0,0.65759,0.0,-2.89538,0.39651,-3.39843
3073,2019-07-07 13:37:20,222.17,8.17,0.94,219.57,1.05,0.09,220.1,3.67,0.43,3.1439,0.39932,1.39909,2.95526,0.03594,0.60161,1.07262,0.3977,1.26314,-0.15953,0.2412,0.71481
3075,2019-07-07 13:37:40,222.2,22.05,1.0,219.1,15.8,1.0,220.17,2.77,0.47,8.4862,5.99598,1.05633,8.4862,5.99598,0.49647,0.0,0.0,0.93238,-3.3259,-2.34993,0.51839
3077,2019-07-07 13:38:00,222.34,10.37,0.94,219.37,10.2,0.09,220.03,4.22,0.43,3.99353,3.87559,1.60826,3.75392,0.3488,0.69155,1.36249,3.85986,1.45198,-0.20265,2.34095,0.82167
3078,2019-07-07 13:38:10,221.96,26.72,1.0,219.53,5.97,0.2,220.1,17.15,1.0,10.2724,2.27002,6.538,10.2724,0.454,6.538,0.0,2.22415,0.0,-4.02594,1.33449,-2.56236
3079,2019-07-07 13:38:20,222.06,21.12,1.0,219.39,1.55,0.11,220.25,4.5,0.43,8.12316,0.58899,1.71668,8.12316,0.06479,0.73817,0.0,0.58542,1.54987,-3.18361,0.35458,0.87707
3080,2019-07-07 13:38:30,221.92,25.77,1.0,219.67,1.5,0.19,220.17,23.65,1.0,9.90539,0.57072,9.01882,9.90539,0.10844,9.01882,0.0,0.56032,0.0,-3.8821,0.33665,-3.53464
3081,2019-07-07 13:38:40,221.87,29.67,0.94,219.56,1.47,0.11,220.48,6.37,0.43,11.40189,0.55902,2.43259,10.71777,0.06149,1.04601,3.89003,0.55563,2.19621,-0.57858,0.33654,1.24284
3083,2019-07-07 13:39:00,222.07,32.9,1.0,219.25,15.77,1.0,220.21,12.82,0.47,12.65454,5.98869,4.88974,12.65454,5.98869,2.29818,0.0,0.0,4.31601,-4.95955,-2.34708,2.39963
3085,2019-07-07 13:39:20,222.06,22.55,1.0,219.46,7.55,0.15,220.21,14.2,0.47,8.67316,2.86987,5.41609,8.67316,0.43048,2.54556,0.0,2.83741,4.7806,-3.39917,1.71265,2.65794
3086,2019-07-07 13:39:30,221.85,26.55,1.0,219.53,8.77,0.16,220.07,24.75,1.0,10.20198,3.33468,9.43402,10.20198,0.53355,9.43402,0.0,3.29172,0.0,-3.99834,1.9848,-3.69736
3087,2019-07-07 13:39:40,221.96,22.52,1.0,219.57,1.52,0.13,220.25,14.57,0.47,8.65772,0.57807,5.55822,8.65772,0.07515,2.61237,0.0,0.57316,4.90606,-3.39312,0.34661,2.72769
3088,2019-07-07 13:39:50,221.75,34.52,1.0,219.42,5.32,0.16,220.25,16.42,1.0,13.25852,2.02185,6.26397,13.25852,0.3235,6.26397,0.0,1.9958,0.0,-5.19626,1.2034,-2.45497
3089,2019-07-07 13:40:00,221.85,30.12,1.0,219.37,1.32,0.13,220.39,7.97,0.47,11.57377,0.50155,3.04236,11.57377,0.0652,1.42991,0.0,0.49729,2.68539,-4.53597,0.30073,1.49303
3091,2019-07-07 13:40:21,222.17,24.65,1.0,219.2,15.75,1.0,220.21,7.95,0.49,9.48556,5.97973,3.03225,9.48556,5.97973,1.4858,0.0,0.0,2.64328,-3.71757,-2.34357,1.45489
3093,2019-07-07 13:40:40,222.09,22.52,1.0,219.37,11.75,0.15,220.25,11.65,1.0,8.66279,4.46453,4.44429,8.66279,0.66968,4.44429,0.0,4.41402,0.0,-3.39511,2.66429,-1.7418
3095,2019-07-07 13:41:00,221.95,22.27,1.0,219.32,2.22,0.15,220.1,11.5,1.0,8.56123,0.84332,4.38408,8.56123,0.1265,4.38408,0.0,0.83378,0.0,-3.3553,0.50327,-1.7182
3097,2019-07-07 13:41:20,221.96,23.2,1.0,219.59,1.15,0.15,220.35,12.02,1.0,8.91915,0.43739,4.58752,8.91915,0.06561,4.58752,0.0,0.43244,0.0,-3.49558,0.26102,-1.79793
3099,2019-07-07 13:41:40,222.14,22.47,1.0,219.34,12.92,0.15,220.14,11.55,1.0,8.64551,4.90841,4.40394,8.64551,0.73626,4.40394,0.0,4.85288,0.0,-3.38833,2.92918,-1.72599
3101,2019-07-07 13:42:00,222.09,22.32,1.0,219.35,8.65,0.15,220.14,14.65,1.0,8.58586,3.28635,5.58595,8.58586,0.49295,5.58595,0.0,3.24917,0.0,-3.36496,1.96119,-2.18924
3103,2019-07-07 13:42:20,221.92,24.75,0.94,219.5,1.85,0.12,220.17,16.5,1.0,9.51332,0.70334,6.2922,8.94252,0.0844,6.2922,3.2457,0.69826,0.0,-0.48274,0.42261,-2.46603
3104,2019-07-07 13:42:30,222.07,19.1,1.0,219.57,5.87,0.16,220.09,20.05,1.0,7.34656,2.2324,7.6432,7.34656,0.35718,7.6432,0.0,2.20364,0.0,-2.87925,1.32872,-2.99551
3105,2019-07-07 13:42:40,221.92,22.72,1.0,219.5,1.2,0.13,220.23,12.05,1.0,8.73304,0.45622,4.59647,8.73304,0.05931,4.59647,0.0,0.45235,0.0,-3.42264,0.27355,-1.80144
3109,2019-07-07 13:43:20,222.28,6.92,0.94,219.5,9.52,0.12,219.98,11.8,1.0,2.6642,3.61936,4.496,2.50435,0.43432,4.496,0.90896,3.59321,0.0,-0.13519,2.17471,-1.76206
3111,2019-07-07 13:43:40,222.14,9.27,0.94,219.67,1.42,0.12,220.25,11.4,1.0,3.5667,0.54028,4.34892,3.3527,0.06483,4.34892,1.21687,0.53638,0.0,-0.18099,0.32463,-1.70442
3112,2019-07-07 13:43:50,222.09,13.47,1.0,219.53,4.77,0.15,220.14,17.0,1.0,5.18152,1.81373,6.48199,5.18152,0.27206,6.48199,0.0,1.79321,0.0,-2.03073,1.08238,-2.54041
3113,2019-07-07 13:44:00,222.32,3.27,0.94,219.62,0.7,0.12,220.07,11.97,1.0,1.25918,0.26628,4.56263,1.18363,0.03195,4.56263,0.4296,0.26435,0.0,-0.0639,0.15999,-1.78818
3117,2019-07-07 13:44:40,222.53,3.45,0.95,219.23,27.87,0.83,220.0,11.45,1.0,1.32974,10.58273,4.36304,1.26326,8.78366,4.36304,0.41521,5.90266,0.0,-0.10594,1.75509,-1.70995
3119,2019-07-07 13:45:00,222.46,3.3,0.94,219.37,16.3,0.12,219.98,11.37,1.0,1.27153,6.19335,4.33216,1.19524,0.7432,4.33216,0.43381,6.14859,0.0,-0.06452,3.72131,-1.69785
3121,2019-07-07 13:45:20,222.42,3.37,0.94,219.31,21.75,0.12,219.89,11.97,1.0,1.29827,8.26187,4.5589,1.22037,0.99142,4.5589,0.44294,8.20217,0.0,-0.06588,4.96419,-1.78672
3123,2019-07-07 13:45:40,222.5,2.6,0.97,219.46,15.8,1.0,220.09,9.55,0.43,1.00199,6.00583,3.64053,0.97193,6.00583,1.56543,0.24359,0.0,3.28677,-0.14911,-2.3538,1.85998
3125,2019-07-07 13:46:00,222.42,2.62,0.94,219.56,21.6,0.11,219.92,19.6,0.9,1.00934,8.21424,7.46589,0.94878,0.90357,6.7193,0.34436,8.1644,3.2543,-0.05122,4.94508,0.32829
3127,2019-07-07 13:46:20,222.53,2.6,0.94,219.32,24.9,0.12,219.78,14.9,1.0,1.00213,9.45885,5.67198,0.942,1.13506,5.67198,0.3419,9.3905,0.0,-0.05085,5.6834,-2.22296
3131,2019-07-07 13:47:00,222.42,17.42,1.0,219.1,26.72,0.13,220.14,8.5,0.45,6.71093,10.14004,3.241,6.71093,1.3182,1.45845,0.0,10.05399,2.8943,-2.63014,6.07992,1.6241
3133,2019-07-07 13:47:20,222.6,3.7,0.94,219.28,24.32,0.09,220.0,9.42,0.44,1.42655,9.23684,3.5895,1.34096,0.83132,1.57938,0.4867,9.19935,3.22336,-0.07239,5.57926,1.81657
3135,2019-07-07 13:47:40,222.64,2.55,0.94,219.37,22.47,0.09,219.98,6.97,0.43,0.98334,8.5377,2.65569,0.92434,0.76839,1.14194,0.33549,8.50305,2.39763,-0.0499,5.15697,1.35682
3137,2019-07-07 13:48:00,222.64,3.37,0.95,219.35,26.4,0.91,219.95,8.6,0.42,1.29955,10.03003,3.2763,1.23457,9.12733,1.37604,0.40579,4.15853,2.97332,-0.10353,0.22758,1.68928
3139,2019-07-07 13:48:20,222.81,2.62,1.0,219.17,36.5,1.0,219.81,13.57,0.43,1.01111,13.8559,5.1664,1.01111,13.8559,2.22155,0.0,0.0,4.66437,-0.39627,-5.43038,2.63957
3141,2019-07-07 13:48:40,222.7,2.62,1.0,219.28,32.17,1.0,219.78,15.87,0.45,1.01061,12.2183,6.04123,1.01061,12.2183,2.71856,0.0,0.0,5.395,-0.39608,-4.78858,3.02732
3143,2019-07-07 13:49:00,222.75,2.57,1.0,219.2,29.87,1.0,219.95,6.37,0.44,0.99154,11.34061,2.42674,0.99154,11.34061,1.06777,0.0,0.0,2.17921,-0.3886,-4.44459,1.22813
3145,2019-07-07 13:49:21,222.6,2.52,0.93,219.53,12.27,0.09,220.06,5.47,0.43,0.9716,4.66551,2.08492,0.90359,0.4199,0.89651,0.35712,4.64658,1.88232,-0.02367,2.81808,1.06521
3146,2019-07-07 13:49:30,222.32,9.57,0.94,219.75,1.8,0.12,220.12,15.05,1.0,3.68512,0.68511,5.73795,3.46401,0.08221,5.73795,1.25727,0.68016,0.0,-0.187,0.41165,-2.24881
3147,2019-07-07 13:49:40,222.39,3.47,0.93,219.5,1.67,0.09,220.0,5.5,0.43,1.33661,0.63491,2.09578,1.24305,0.05714,0.90119,0.49128,0.63233,1.89213,-0.03256,0.3835,1.07076
3149,2019-07-07 13:50:00,222.64,2.6,1.0,219.42,23.27,1.0,219.85,13.57,0.42,1.00262,8.84368,5.16734,1.00262,8.84368,2.17028,0.0,0.0,4.68948,-0.39295,-3.466,2.66431
3153,2019-07-07 13:50:40,222.39,2.5,0.94,219.59,3.02,0.09,219.92,8.25,0.43,0.96298,1.14863,3.14253,0.9052,0.10338,1.35129,0.32854,1.14397,2.83717,-0.04887,0.6938,1.60555
3154,2019-07-07 13:50:50,222.2,12.1,1.0,219.62,1.47,0.15,220.1,10.4,1.0,4.65683,0.55918,3.96473,4.65683,0.08388,3.96473,0.0,0.55285,0.0,-1.8251,0.3337,-1.55385
3155,2019-07-07 13:51:00,222.42,3.62,0.94,219.56,1.45,0.09,220.21,2.3,0.41,1.39458,0.55142,0.87725,1.3109,0.04963,0.35967,0.47579,0.54918,0.80013,-0.07077,0.33307,0.45632
3156,2019-07-07 13:51:10,222.14,12.37,0.94,219.6,1.97,0.12,220.14,13.17,1.0,4.75945,0.74931,5.02164,4.47389,0.08992,5.02164,1.6238,0.74389,0.0,-0.24151,0.45022,-1.96807
3157,2019-07-07 13:51:20,222.42,2.67,0.94,219.5,1.47,0.09,220.09,2.9,0.43,1.0286,0.55887,1.1055,0.96688,0.0503,0.47537,0.35093,0.5566,0.99808,-0.0522,0.33757,0.56481
3158,2019-07-07 13:51:30,222.25,13.55,1.0,219.56,1.45,0.13,220.1,11.47,0.46,5.21605,0.55142,4.37264,5.21605,0.07168,2.01142,0.0,0.54674,3.88255,-2.04427,0.33063,2.16883
3159,2019-07-07 13:51:40,222.42,2.47,0.94,219.57,1.45,0.09,220.17,1.57,0.41,0.95155,0.55144,0.59871,0.89446,0.04963,0.24547,0.32464,0.54921,0.54608,-0.04829,0.33309,0.31143
3160,2019-07-07 13:51:50,222.25,13.0,0.98,219.59,1.47,0.11,220.31,7.22,0.45,5.00433,0.5591,2.75507,4.90424,0.0615,1.23978,0.99585,0.55571,2.46035,-0.96544,0.33659,1.38059
3161,2019-07-07 13:52:00,222.42,2.8,0.94,219.57,1.02,0.09,220.25,1.67,0.41,1.07868,0.38791,0.63708,1.01396,0.03491,0.2612,0.36802,0.38634,0.58107,-0.05474,0.23431,0.33139
3162,2019-07-07 13:52:10,222.34,9.15,1.0,219.42,8.8,1.0,220.17,4.05,0.43,3.5237,3.34441,1.54445,3.5237,3.34441,0.66411,0.0,0.0,1.39437,-1.381,-1.31074,0.78908
3163,2019-07-07 13:52:20,222.64,2.52,0.97,219.31,15.72,1.0,220.12,1.62,0.42,0.97177,5.97134,0.61764,0.94262,5.97134,0.25941,0.23624,0.0,0.56052,-0.14461,-2.34028,0.31846
3164,2019-07-07 13:52:30,222.42,9.5,1.0,219.5,11.12,1.0,220.14,11.97,0.43,3.65981,4.22766,4.56409,3.65981,4.22766,1.96256,0.0,0.0,4.12059,-1.43435,-1.6569,2.33184
3165,2019-07-07 13:52:40,222.6,2.5,0.94,219.46,11.25,0.09,220.23,1.6,0.43,0.96389,4.2763,0.61032,0.90605,0.38487,0.26244,0.32885,4.25895,0.55101,-0.04891,2.58299,0.31182
3166,2019-07-07 13:52:50,222.25,12.52,0.94,219.5,4.32,0.09,220.2,7.07,0.43,4.81955,1.6424,2.69648,4.53038,0.14782,1.15949,1.64431,1.63573,2.43446,-0.24456,0.99205,1.37766
3167,2019-07-07 13:53:00,222.57,2.55,0.93,219.64,1.47,0.09,220.28,1.6,0.43,0.98303,0.55923,0.61046,0.91422,0.05033,0.2625,0.36132,0.55696,0.55114,-0.02395,0.33779,0.31189
3168,2019-07-07 13:53:10,222.23,12.82,0.94,219.78,1.8,0.12,220.28,15.97,1.0,4.93459,0.68521,6.09313,4.63852,0.08222,6.09313,1.68356,0.68025,0.0,-0.2504,0.41171,-2.38801
3169,2019-07-07 13:53:20,222.48,2.5,0.94,219.81,1.42,0.09,220.37,5.47,0.41,0.96337,0.54063,2.08786,0.90556,0.04866,0.85602,0.32868,0.53843,1.9043,-0.04888,0.32655,1.08603
3170,2019-07-07 13:53:30,222.42,5.85,0.94,219.82,2.2,0.09,220.39,5.45,0.41,2.25367,0.83763,2.08041,2.11845,0.07539,0.85297,0.76889,0.83423,1.89751,-0.11436,0.50595,1.08216
3171,2019-07-07 13:53:40,222.5,2.47,0.93,219.75,1.42,0.09,220.37,1.57,0.41,0.95189,0.54048,0.59926,0.88526,0.04864,0.2457,0.34988,0.53828,0.54657,-0.02319,0.32646,0.31171
3172,2019-07-07 13:53:50,222.31,6.4,0.94,219.78,1.4,0.14,220.17,14.22,1.0,2.46433,0.53294,5.42273,2.31647,0.07461,5.42273,0.84077,0.52769,0.0,-0.12505,0.31882,-2.12527
3173,2019-07-07 13:54:00,222.48,2.75,0.93,219.67,1.15,0.09,220.25,3.6,0.41,1.0597,0.43755,1.37334,0.98552,0.03938,0.56307,0.3895,0.43578,1.25261,-0.02581,0.26429,0.71437
3174,2019-07-07 13:54:10,222.42,8.1,0.97,219.57,9.12,1.0,220.17,5.57,0.42,3.12047,3.46839,2.1241,3.02685,3.46839,0.89212,0.7586,0.0,1.92767,-0.46437,-1.35933,1.0952
3175,2019-07-07 13:54:20,222.71,2.52,0.97,219.45,15.75,1.0,220.25,1.62,0.42,0.97208,5.98655,0.618,0.94292,5.98655,0.25956,0.23632,0.0,0.56085,-0.14466,-2.34624,0.31865
3177,2019-07-07 13:54:40,222.78,2.52,0.96,219.45,15.72,1.0,220.2,3.02,0.43,0.97238,5.97515,1.15182,0.93349,5.97515,0.49528,0.27227,0.0,1.0399,-0.10883,-2.34177,0.58848
3178,2019-07-07 13:54:50,222.57,7.95,0.96,219.71,9.15,0.91,220.14,14.7,1.0,3.06475,3.48202,5.60502,2.94216,3.16864,5.60502,0.85813,1.44368,0.0,-0.343,0.07901,-2.19671
3179,2019-07-07 13:55:00,222.67,2.47,0.93,219.71,1.45,0.09,220.39,1.57,0.43,0.95262,0.5518,0.59931,0.88594,0.04966,0.2577,0.35014,0.54956,0.54108,-0.0232,0.3333,0.30619
3180,2019-07-07 13:55:10,222.42,10.65,0.94,219.81,2.1,0.09,220.32,11.02,0.43,4.10284,0.79952,4.20529,3.85667,0.07196,1.80828,1.39978,0.79627,3.79666,-0.20819,0.48293,2.14853
3181,2019-07-07 13:55:20,222.6,2.62,0.94,219.73,1.45,0.09,220.39,1.62,0.41,1.01015,0.55185,0.6184,0.94954,0.04967,0.25354,0.34464,0.54961,0.56403,-0.05126,0.33333,0.32167
3182,2019-07-07 13:55:30,222.35,11.87,0.94,219.78,4.87,0.09,220.23,13.72,0.43,4.57139,1.85386,5.23349,4.29711,0.16685,2.2504,1.55964,1.84634,4.72494,-0.23197,1.11978,2.67384
3183,2019-07-07 13:55:40,222.53,2.47,0.93,219.71,1.45,0.09,220.28,1.57,0.42,0.95202,0.5518,0.59901,0.88538,0.04966,0.25158,0.34992,0.54956,0.54362,-0.02319,0.3333,0.30885
3184,2019-07-07 13:55:50,222.37,16.25,1.0,219.73,1.47,0.13,220.42,7.85,0.45,6.25879,0.55946,2.99696,6.25879,0.07273,1.34863,0.0,0.55471,2.67637,-2.45293,0.33545,1.50181
3185,2019-07-07 13:56:00,222.5,3.82,0.94,219.78,1.45,0.09,220.42,1.57,0.43,1.47216,0.55197,0.59939,1.38383,0.04968,0.25774,0.50226,0.54973,0.54115,-0.0747,0.3334,0.30624
3186,2019-07-07 13:56:10,222.17,17.42,1.0,219.81,1.47,0.15,220.32,15.07,1.0,6.70339,0.55966,5.75079,6.70339,0.08395,5.75079,0.0,0.55333,0.0,-2.62718,0.33399,-2.25384
3187,2019-07-07 13:56:20,222.5,2.72,0.94,219.81,1.2,0.09,220.45,1.65,0.41,1.04824,0.45687,0.63002,0.98534,0.04112,0.25831,0.35763,0.45501,0.57463,-0.05319,0.27596,0.32772
3188,2019-07-07 13:56:30,222.25,23.62,1.0,219.56,9.95,1.0,220.5,8.42,0.51,9.09248,3.78388,3.21574,9.09248,3.78388,1.64003,0.0,0.0,2.7661,-3.56351,-1.48297,1.50579
3189,2019-07-07 13:56:40,222.64,7.05,0.96,219.48,15.72,1.0,220.25,1.6,0.41,2.71865,5.97597,0.61037,2.6099,5.97597,0.25025,0.76122,0.0,0.55671,-0.30427,-2.34209,0.3175
3190,2019-07-07 13:56:50,222.5,9.37,1.0,219.59,11.97,1.0,220.17,7.05,0.47,3.61102,4.55268,2.68849,3.61102,4.55268,1.26359,0.0,0.0,2.37304,-1.41523,-1.78428,1.31937
3191,2019-07-07 13:57:00,222.45,10.92,0.93,219.46,12.15,0.09,220.28,1.57,0.43,4.20742,4.61841,0.59901,3.9129,0.41566,0.25758,1.54648,4.59967,0.54081,-0.10249,2.78963,0.30604
3192,2019-07-07 13:57:10,222.42,13.65,1.0,219.64,9.4,1.0,220.28,8.12,0.47,5.25856,3.57602,3.09807,5.25856,3.57602,1.45609,0.0,0.0,2.73457,-2.06093,-1.40151,1.52037
3193,2019-07-07 13:57:20,222.39,11.45,0.94,219.75,3.77,0.09,220.5,1.55,0.41,4.41043,1.43493,0.59197,4.14581,0.12914,0.24271,1.50473,1.42911,0.53993,-0.2238,0.86673,0.30792
3194,2019-07-07 13:57:30,222.28,9.57,0.94,219.85,1.45,0.09,220.28,8.8,0.41,3.68445,0.55215,3.35752,3.46339,0.04969,1.37658,1.25704,0.54991,3.06234,-0.18696,0.33351,1.74647
3195,2019-07-07 13:57:40,222.45,2.62,0.94,219.64,1.5,0.09,220.17,1.65,0.43,1.00947,0.57064,0.62922,0.9489,0.05136,0.27056,0.34441,0.56833,0.56808,-0.05122,0.34468,0.32148
3196,2019-07-07 13:57:50,222.23,19.52,1.0,219.81,1.5,0.16,220.25,15.87,1.0,7.51351,0.57108,6.05415,7.51351,0.09137,6.05415,0.0,0.56373,0.0,-2.94468,0.33991,-2.37273
3197,2019-07-07 13:58:00,222.12,26.12,0.93,219.64,1.15,0.11,220.42,6.1,0.39,10.04897,0.43749,2.32885,9.34554,0.04812,0.90825,3.69359,0.43484,2.14444,-0.24478,0.26338,1.23172
3199,2019-07-07 13:58:20,222.46,19.92,0.97,219.53,15.75,1.0,220.37,6.02,0.43,7.67542,5.98873,2.29779,7.44515,5.98873,0.98805,1.86593,0.0,2.07451,-1.14221,-2.3471,1.17396
3201,2019-07-07 13:58:40,222.45,12.37,0.93,219.6,12.8,0.09,220.28,5.62,0.41,4.7661,4.86859,2.14423,4.43247,0.43817,0.87914,1.75182,4.84883,1.95572,-0.1161,2.94074,1.11536
3203,2019-07-07 13:59:00,222.34,17.65,0.94,219.48,10.95,0.11,220.32,2.32,0.43,6.79709,4.16265,0.88532,6.38926,0.45789,0.38069,2.31899,4.13739,0.7993,-0.34491,2.50597,0.45232
3204,2019-07-07 13:59:10,222.35,15.17,1.0,219.75,7.57,0.15,220.14,12.15,0.45,5.84229,2.88128,4.63272,5.84229,0.43219,2.08472,0.0,2.84868,4.13715,-2.2897,1.71945,2.3215
3205,2019-07-07 13:59:20,222.32,16.4,0.93,219.67,1.47,0.09,220.35,1.62,0.43,6.31514,0.55931,0.61828,5.87308,0.05034,0.26586,2.32119,0.55704,0.55821,-0.15383,0.33783,0.31589
3206,2019-07-07 13:59:30,222.39,12.87,1.0,219.7,5.77,0.15,220.1,10.67,0.95,4.95741,2.19567,4.06766,4.95741,0.32935,3.86428,0.0,2.17083,1.27013,-1.9429,1.3103,-0.32406
3207,2019-07-07 13:59:40,222.31,22.65,1.0,219.6,1.52,0.15,220.32,1.82,0.95,8.72143,0.57814,0.69452,8.72143,0.08672,0.6598,0.0,0.5716,0.21686,-3.41809,0.34502,-0.05533
3208,2019-07-07 13:59:50,222.34,18.17,1.0,219.6,6.52,0.15,220.07,11.0,0.95,6.99734,2.47994,4.1929,6.99734,0.37199,3.98325,0.0,2.45188,1.30923,-2.74239,1.47995,-0.33404
3209,2019-07-07 14:00:00,222.28,22.47,1.0,219.6,1.52,0.15,220.39,1.77,0.95,8.65096,0.57814,0.67566,8.65096,0.08672,0.64187,0.0,0.5716,0.21097,-3.39047,0.34502,-0.05383
3211,2019-07-07 14:00:20,222.21,22.6,1.0,219.62,1.55,0.15,220.35,1.9,0.94,8.69827,0.58961,0.72515,8.69827,0.08844,0.68164,0.0,0.58294,0.2474,-3.40901,0.35186,-0.0368
3213,2019-07-07 14:00:40,222.17,22.75,1.0,219.64,1.47,0.13,220.21,12.12,0.94,8.75442,0.55923,4.62275,8.75442,0.0727,4.34538,0.0,0.55448,1.57716,-3.43102,0.33531,-0.23458
3217,2019-07-07 14:01:20,222.17,22.37,1.0,219.6,8.97,0.15,220.23,9.2,0.91,8.60819,3.41181,3.50934,8.60819,0.51177,3.1935,0.0,3.37321,1.455,-3.37371,2.03606,0.07963
3219,2019-07-07 14:01:40,222.14,22.32,1.0,219.48,7.52,0.15,220.2,3.25,0.93,8.58779,2.85873,1.23954,8.58779,0.42881,1.15277,0.0,2.82639,0.45561,-3.36571,1.706,-0.03019
3221,2019-07-07 14:02:00,222.1,23.05,1.0,219.39,3.57,0.15,220.25,5.0,0.93,8.86707,1.35658,1.90742,8.86707,0.20349,1.7739,0.0,1.34123,0.70109,-3.47517,0.80956,-0.04646
3223,2019-07-07 14:02:20,222.28,22.37,1.0,219.39,13.62,0.81,220.09,10.7,0.93,8.61246,5.17553,4.07892,8.61246,4.19218,3.79339,0.0,3.03508,1.49924,-3.37538,1.0067,-0.09936
3225,2019-07-07 14:02:40,222.03,28.55,1.0,219.53,7.02,0.15,220.14,13.1,0.91,10.97939,2.66926,4.99495,10.97939,0.40039,4.5454,0.0,2.63906,2.07095,-4.30303,1.59293,0.11333
3226,2019-07-07 14:02:50,222.1,28.22,1.0,219.64,4.8,0.15,220.17,14.42,1.0,10.85591,1.82605,5.499,10.85591,0.27391,5.499,0.0,1.80539,0.0,-4.25463,1.08973,-2.15516
3227,2019-07-07 14:03:00,222.35,10.8,0.94,219.71,1.47,0.09,220.21,3.55,0.91,4.15931,0.55941,1.35402,3.90975,0.05035,1.23216,1.41905,0.55714,0.56139,-0.21106,0.33789,0.03072
